placa,data_posicao,velocidade,longitude,latitude,ignicao
TESTE001,Wed Dec 12 2018 12:05:17 GMT-0200 (Hora oficial do Brasil),0,-51.4698916,-25.3649296,false
TESTE001,Wed Dec 12 2018 12:35:20 GMT-0200 (Hora oficial do Brasil),0,-51.4699536,-25.3649388,false
TESTE001,Wed Dec 12 2018 13:05:23 GMT-0200 (Hora oficial do Brasil),0,-51.4699221,-25.3648968,false
TESTE001,Wed Dec 12 2018 13:35:26 GMT-0200 (Hora oficial do Brasil),0,-51.4699671,-25.3649516,false
TESTE001,Wed Dec 12 2018 14:05:29 GMT-0200 (Hora oficial do Brasil),0,-51.4699553,-25.364873,false
TESTE001,Wed Dec 12 2018 14:35:32 GMT-0200 (Hora oficial do Brasil),0,-51.4699805,-25.3648641,false
TESTE001,Wed Dec 12 2018 15:05:35 GMT-0200 (Hora oficial do Brasil),0,-51.4699333,-25.3649055,false
TESTE001,Wed Dec 12 2018 15:35:38 GMT-0200 (Hora oficial do Brasil),0,-51.4699341,-25.3649446,false
TESTE001,Wed Dec 12 2018 16:05:42 GMT-0200 (Hora oficial do Brasil),0,-51.4699285,-25.3649171,false
TESTE001,Wed Dec 12 2018 16:35:45 GMT-0200 (Hora oficial do Brasil),0,-51.4699415,-25.3649151,false
TESTE001,Wed Dec 12 2018 17:05:49 GMT-0200 (Hora oficial do Brasil),0,-51.4698828,-25.3649021,false
TESTE001,Wed Dec 12 2018 17:35:52 GMT-0200 (Hora oficial do Brasil),0,-51.4699023,-25.3649736,false
TESTE001,Wed Dec 12 2018 18:05:55 GMT-0200 (Hora oficial do Brasil),0,-51.4699301,-25.3648981,false
TESTE001,Wed Dec 12 2018 18:35:58 GMT-0200 (Hora oficial do Brasil),0,-51.4699111,-25.364889,false
TESTE001,Wed Dec 12 2018 19:06:01 GMT-0200 (Hora oficial do Brasil),0,-51.4699213,-25.3648716,false
TESTE001,Wed Dec 12 2018 19:36:04 GMT-0200 (Hora oficial do Brasil),0,-51.4698893,-25.3648638,false
TESTE001,Wed Dec 12 2018 20:06:07 GMT-0200 (Hora oficial do Brasil),0,-51.4698735,-25.3649015,false
TESTE001,Wed Dec 12 2018 20:36:10 GMT-0200 (Hora oficial do Brasil),0,-51.4699235,-25.364922,false
TESTE001,Wed Dec 12 2018 21:06:13 GMT-0200 (Hora oficial do Brasil),0,-51.4699446,-25.3649245,false
TESTE001,Wed Dec 12 2018 21:36:16 GMT-0200 (Hora oficial do Brasil),0,-51.4699275,-25.364921,false
TESTE001,Wed Dec 12 2018 22:06:19 GMT-0200 (Hora oficial do Brasil),0,-51.4699225,-25.3648861,false
TESTE001,Wed Dec 12 2018 22:36:21 GMT-0200 (Hora oficial do Brasil),0,-51.4699201,-25.3648996,false
TESTE001,Wed Dec 12 2018 23:06:25 GMT-0200 (Hora oficial do Brasil),0,-51.4698895,-25.3648771,false
TESTE001,Wed Dec 12 2018 23:36:28 GMT-0200 (Hora oficial do Brasil),0,-51.4698733,-25.3649048,false
TESTE001,Wed Dec 13 2018 00:06:31 GMT-0200 (Hora oficial do Brasil),0,-51.4699545,-25.3649083,false
TESTE001,Wed Dec 13 2018 00:36:34 GMT-0200 (Hora oficial do Brasil),0,-51.4699038,-25.3648861,false
TESTE001,Wed Dec 13 2018 01:06:37 GMT-0200 (Hora oficial do Brasil),0,-51.4699203,-25.3648535,false
TESTE001,Wed Dec 13 2018 01:36:40 GMT-0200 (Hora oficial do Brasil),0,-51.4699281,-25.3648973,false
TESTE001,Wed Dec 13 2018 02:06:44 GMT-0200 (Hora oficial do Brasil),0,-51.469911,-25.3648775,false
TESTE001,Wed Dec 13 2018 02:36:47 GMT-0200 (Hora oficial do Brasil),0,-51.469942,-25.3649093,false
TESTE001,Wed Dec 13 2018 03:06:50 GMT-0200 (Hora oficial do Brasil),0,-51.4699666,-25.3649156,false
TESTE001,Wed Dec 13 2018 03:36:53 GMT-0200 (Hora oficial do Brasil),0,-51.4699606,-25.3648976,false
TESTE001,Wed Dec 13 2018 04:06:56 GMT-0200 (Hora oficial do Brasil),0,-51.4699236,-25.3649788,false
TESTE001,Wed Dec 13 2018 04:36:59 GMT-0200 (Hora oficial do Brasil),0,-51.4699591,-25.3648965,false
TESTE001,Wed Dec 13 2018 05:07:01 GMT-0200 (Hora oficial do Brasil),0,-51.4699126,-25.3648581,false
TESTE001,Wed Dec 13 2018 05:37:04 GMT-0200 (Hora oficial do Brasil),0,-51.4699108,-25.3649603,false
TESTE001,Wed Dec 13 2018 06:07:07 GMT-0200 (Hora oficial do Brasil),0,-51.46988,-25.36492,false
TESTE001,Wed Dec 13 2018 06:37:10 GMT-0200 (Hora oficial do Brasil),0,-51.4699468,-25.3649313,false
TESTE001,Wed Dec 13 2018 07:07:13 GMT-0200 (Hora oficial do Brasil),0,-51.4699435,-25.3649275,false
TESTE001,Wed Dec 13 2018 07:37:16 GMT-0200 (Hora oficial do Brasil),0,-51.4699078,-25.3648921,false
TESTE001,Wed Dec 13 2018 08:07:19 GMT-0200 (Hora oficial do Brasil),0,-51.469928,-25.3649106,false
TESTE001,Wed Dec 13 2018 08:37:21 GMT-0200 (Hora oficial do Brasil),0,-51.469958,-25.3649186,false
TESTE001,Wed Dec 13 2018 09:07:24 GMT-0200 (Hora oficial do Brasil),0,-51.4699256,-25.364874,false
TESTE001,Wed Dec 13 2018 09:37:27 GMT-0200 (Hora oficial do Brasil),0,-51.4699675,-25.3648606,false
TESTE001,Wed Dec 13 2018 10:07:30 GMT-0200 (Hora oficial do Brasil),0,-51.4699991,-25.364945,false
TESTE001,Wed Dec 13 2018 10:37:33 GMT-0200 (Hora oficial do Brasil),0,-51.4699531,-25.3649006,false
TESTE001,Wed Dec 13 2018 11:07:36 GMT-0200 (Hora oficial do Brasil),0,-51.4699123,-25.3648865,false
TESTE001,Wed Dec 13 2018 11:37:39 GMT-0200 (Hora oficial do Brasil),0,-51.4699135,-25.3648901,false
TESTE001,Wed Dec 13 2018 12:07:43 GMT-0200 (Hora oficial do Brasil),0,-51.4699678,-25.3649675,false
TESTE001,Wed Dec 13 2018 12:37:46 GMT-0200 (Hora oficial do Brasil),0,-51.4699683,-25.364934,false
TESTE001,Wed Dec 13 2018 13:07:49 GMT-0200 (Hora oficial do Brasil),0,-51.4699355,-25.364874,false
TESTE001,Wed Dec 13 2018 13:37:52 GMT-0200 (Hora oficial do Brasil),0,-51.4699716,-25.3649676,false
TESTE001,Wed Dec 13 2018 14:07:55 GMT-0200 (Hora oficial do Brasil),0,-51.4699243,-25.3648706,false
TESTE001,Wed Dec 13 2018 14:37:58 GMT-0200 (Hora oficial do Brasil),0,-51.4700285,-25.3648628,false
TESTE001,Wed Dec 13 2018 15:08:02 GMT-0200 (Hora oficial do Brasil),0,-51.469924,-25.3649066,false
TESTE001,Wed Dec 13 2018 15:38:05 GMT-0200 (Hora oficial do Brasil),0,-51.4699498,-25.364933,false
TESTE001,Wed Dec 13 2018 16:08:08 GMT-0200 (Hora oficial do Brasil),0,-51.4699256,-25.3649296,false
TESTE001,Wed Dec 13 2018 16:38:11 GMT-0200 (Hora oficial do Brasil),0,-51.4699331,-25.3649261,false
TESTE001,Wed Dec 13 2018 17:08:14 GMT-0200 (Hora oficial do Brasil),0,-51.469937,-25.3649083,false
TESTE001,Wed Dec 13 2018 17:38:17 GMT-0200 (Hora oficial do Brasil),0,-51.4699813,-25.3648966,false
TESTE001,Wed Dec 13 2018 18:08:20 GMT-0200 (Hora oficial do Brasil),0,-51.4698716,-25.3649361,false
TESTE001,Wed Dec 13 2018 18:38:23 GMT-0200 (Hora oficial do Brasil),0,-51.4699578,-25.3648731,false
TESTE001,Wed Dec 13 2018 19:08:26 GMT-0200 (Hora oficial do Brasil),0,-51.4699211,-25.3648646,false
TESTE001,Wed Dec 13 2018 19:38:29 GMT-0200 (Hora oficial do Brasil),0,-51.4699006,-25.3648618,false
TESTE001,Wed Dec 13 2018 20:08:32 GMT-0200 (Hora oficial do Brasil),0,-51.4699216,-25.3648846,false
TESTE001,Wed Dec 13 2018 20:38:35 GMT-0200 (Hora oficial do Brasil),0,-51.4699343,-25.364945,false
TESTE001,Wed Dec 13 2018 21:08:38 GMT-0200 (Hora oficial do Brasil),0,-51.4699181,-25.3648933,false
TESTE001,Wed Dec 13 2018 21:38:41 GMT-0200 (Hora oficial do Brasil),0,-51.4699303,-25.3648806,false
TESTE001,Wed Dec 13 2018 22:08:44 GMT-0200 (Hora oficial do Brasil),0,-51.4699323,-25.3648836,false
TESTE001,Wed Dec 13 2018 22:38:47 GMT-0200 (Hora oficial do Brasil),0,-51.4699251,-25.3648863,false
TESTE001,Wed Dec 13 2018 23:08:50 GMT-0200 (Hora oficial do Brasil),0,-51.4699088,-25.3648528,false
TESTE001,Wed Dec 13 2018 23:38:53 GMT-0200 (Hora oficial do Brasil),0,-51.4699313,-25.3649138,false
TESTE001,Wed Dec 14 2018 00:08:56 GMT-0200 (Hora oficial do Brasil),0,-51.469933,-25.3648993,false
TESTE001,Wed Dec 14 2018 00:38:58 GMT-0200 (Hora oficial do Brasil),0,-51.4698688,-25.3648641,false
TESTE001,Wed Dec 14 2018 01:09:00 GMT-0200 (Hora oficial do Brasil),0,-51.4699373,-25.3649343,false
TESTE001,Wed Dec 14 2018 01:39:03 GMT-0200 (Hora oficial do Brasil),0,-51.4698966,-25.3648891,false
TESTE001,Wed Dec 14 2018 02:09:07 GMT-0200 (Hora oficial do Brasil),0,-51.4699285,-25.3649325,false
TESTE001,Wed Dec 14 2018 02:39:10 GMT-0200 (Hora oficial do Brasil),0,-51.4699075,-25.3649,false
TESTE001,Wed Dec 14 2018 03:09:13 GMT-0200 (Hora oficial do Brasil),0,-51.4699276,-25.3649213,false
TESTE001,Wed Dec 14 2018 03:39:16 GMT-0200 (Hora oficial do Brasil),0,-51.4699506,-25.3649025,false
TESTE001,Wed Dec 14 2018 04:09:18 GMT-0200 (Hora oficial do Brasil),0,-51.4699058,-25.3649203,false
TESTE001,Wed Dec 14 2018 04:39:22 GMT-0200 (Hora oficial do Brasil),0,-51.4698996,-25.3648626,false
TESTE001,Wed Dec 14 2018 05:09:25 GMT-0200 (Hora oficial do Brasil),0,-51.469876,-25.3648803,false
TESTE001,Wed Dec 14 2018 05:39:28 GMT-0200 (Hora oficial do Brasil),0,-51.4699198,-25.3649125,false
TESTE001,Wed Dec 14 2018 06:09:32 GMT-0200 (Hora oficial do Brasil),0,-51.4699398,-25.364918,false
TESTE001,Wed Dec 14 2018 06:39:35 GMT-0200 (Hora oficial do Brasil),0,-51.469995,-25.3648658,false
TESTE001,Wed Dec 14 2018 07:09:38 GMT-0200 (Hora oficial do Brasil),0,-51.4699478,-25.3648808,false
TESTE001,Wed Dec 14 2018 07:39:41 GMT-0200 (Hora oficial do Brasil),0,-51.469888,-25.3648953,false
TESTE001,Wed Dec 14 2018 08:09:43 GMT-0200 (Hora oficial do Brasil),0,-51.4699531,-25.3649106,false
TESTE001,Wed Dec 14 2018 08:39:46 GMT-0200 (Hora oficial do Brasil),0,-51.46991,-25.3648886,false
TESTE001,Wed Dec 14 2018 09:09:49 GMT-0200 (Hora oficial do Brasil),0,-51.4699768,-25.3648583,false
TESTE001,Wed Dec 14 2018 09:39:52 GMT-0200 (Hora oficial do Brasil),0,-51.4699736,-25.3648736,false
TESTE001,Wed Dec 14 2018 10:09:55 GMT-0200 (Hora oficial do Brasil),0,-51.4698985,-25.3648908,false
TESTE001,Wed Dec 14 2018 10:39:58 GMT-0200 (Hora oficial do Brasil),0,-51.4699571,-25.3649115,false
TESTE001,Wed Dec 14 2018 11:10:01 GMT-0200 (Hora oficial do Brasil),0,-51.4698888,-25.3648943,false
TESTE001,Wed Dec 14 2018 11:40:04 GMT-0200 (Hora oficial do Brasil),0,-51.4699575,-25.3648446,false
TESTE001,Wed Dec 14 2018 12:10:07 GMT-0200 (Hora oficial do Brasil),0,-51.46994,-25.3649028,false
TESTE001,Wed Dec 14 2018 12:40:10 GMT-0200 (Hora oficial do Brasil),0,-51.4700176,-25.364928,false
TESTE001,Wed Dec 14 2018 13:10:13 GMT-0200 (Hora oficial do Brasil),0,-51.4699388,-25.3648618,false
TESTE001,Wed Dec 14 2018 13:40:16 GMT-0200 (Hora oficial do Brasil),0,-51.4700676,-25.3648881,false
TESTE001,Wed Dec 14 2018 14:10:19 GMT-0200 (Hora oficial do Brasil),0,-51.4699241,-25.364868,false
TESTE001,Wed Dec 14 2018 14:40:22 GMT-0200 (Hora oficial do Brasil),0,-51.4699741,-25.3649655,false
TESTE001,Wed Dec 14 2018 14:43:07 GMT-0200 (Hora oficial do Brasil),0,-51.469969,-25.3648951,true
TESTE001,Wed Dec 14 2018 14:45:06 GMT-0200 (Hora oficial do Brasil),0,-51.4699006,-25.3649545,true
TESTE001,Wed Dec 14 2018 14:47:06 GMT-0200 (Hora oficial do Brasil),0,-51.469917,-25.364975,true
TESTE001,Wed Dec 14 2018 14:49:06 GMT-0200 (Hora oficial do Brasil),0,-51.4699336,-25.3649688,true
TESTE001,Wed Dec 14 2018 14:51:06 GMT-0200 (Hora oficial do Brasil),0,-51.4699423,-25.3649633,true
TESTE001,Wed Dec 14 2018 14:53:06 GMT-0200 (Hora oficial do Brasil),0,-51.4699488,-25.3649808,true
TESTE001,Wed Dec 14 2018 14:55:06 GMT-0200 (Hora oficial do Brasil),0,-51.4699538,-25.3649505,true
TESTE001,Wed Dec 14 2018 14:57:06 GMT-0200 (Hora oficial do Brasil),0,-51.4699533,-25.3649326,true
TESTE001,Wed Dec 14 2018 14:59:06 GMT-0200 (Hora oficial do Brasil),0,-51.4699513,-25.3649436,true
TESTE001,Wed Dec 14 2018 15:01:06 GMT-0200 (Hora oficial do Brasil),0,-51.4699645,-25.3649651,true
TESTE001,Wed Dec 14 2018 15:03:06 GMT-0200 (Hora oficial do Brasil),0,-51.469934,-25.3649556,true
TESTE001,Wed Dec 14 2018 15:05:06 GMT-0200 (Hora oficial do Brasil),0,-51.469926,-25.3649646,true
TESTE001,Wed Dec 14 2018 15:07:06 GMT-0200 (Hora oficial do Brasil),0,-51.4699153,-25.3649593,true
TESTE001,Wed Dec 14 2018 15:08:25 GMT-0200 (Hora oficial do Brasil),0,-51.4699311,-25.3649606,false
TESTE001,Wed Dec 14 2018 15:08:25 GMT-0200 (Hora oficial do Brasil),0,-51.4699311,-25.3649606,false
TESTE001,Wed Dec 14 2018 15:40:28 GMT-0200 (Hora oficial do Brasil),0,-51.4699666,-25.3649753,false
TESTE001,Wed Dec 14 2018 16:10:30 GMT-0200 (Hora oficial do Brasil),0,-51.4699085,-25.3649238,false
TESTE001,Wed Dec 14 2018 16:40:33 GMT-0200 (Hora oficial do Brasil),0,-51.4699563,-25.364919,false
TESTE001,Wed Dec 14 2018 17:10:36 GMT-0200 (Hora oficial do Brasil),0,-51.4699208,-25.3649073,false
TESTE001,Wed Dec 14 2018 17:40:39 GMT-0200 (Hora oficial do Brasil),0,-51.4699141,-25.364906,false
TESTE001,Wed Dec 14 2018 18:10:42 GMT-0200 (Hora oficial do Brasil),0,-51.4699125,-25.364866,false
TESTE001,Wed Dec 14 2018 18:40:45 GMT-0200 (Hora oficial do Brasil),0,-51.4699175,-25.3648846,false
TESTE001,Wed Dec 14 2018 19:10:48 GMT-0200 (Hora oficial do Brasil),0,-51.469964,-25.3648981,false
TESTE001,Wed Dec 14 2018 19:40:52 GMT-0200 (Hora oficial do Brasil),0,-51.4699383,-25.3648968,false
TESTE001,Wed Dec 14 2018 20:10:55 GMT-0200 (Hora oficial do Brasil),0,-51.4699185,-25.364897,false
TESTE001,Wed Dec 14 2018 20:40:58 GMT-0200 (Hora oficial do Brasil),0,-51.4699011,-25.3649108,false
TESTE001,Wed Dec 14 2018 21:11:01 GMT-0200 (Hora oficial do Brasil),0,-51.4699095,-25.3648665,false
TESTE001,Wed Dec 14 2018 21:41:03 GMT-0200 (Hora oficial do Brasil),0,-51.4699086,-25.364885,false
TESTE001,Wed Dec 14 2018 22:11:05 GMT-0200 (Hora oficial do Brasil),0,-51.4699373,-25.3648901,false
TESTE001,Wed Dec 14 2018 22:41:08 GMT-0200 (Hora oficial do Brasil),0,-51.4699368,-25.364944,false
TESTE001,Wed Dec 14 2018 23:11:11 GMT-0200 (Hora oficial do Brasil),0,-51.4699131,-25.364898,false
TESTE001,Wed Dec 14 2018 23:41:14 GMT-0200 (Hora oficial do Brasil),0,-51.4699123,-25.364933,false
TESTE001,Wed Dec 15 2018 00:11:17 GMT-0200 (Hora oficial do Brasil),0,-51.4699275,-25.3648945,false
TESTE001,Wed Dec 15 2018 00:41:19 GMT-0200 (Hora oficial do Brasil),0,-51.4699221,-25.3649153,false
TESTE001,Wed Dec 15 2018 01:11:21 GMT-0200 (Hora oficial do Brasil),0,-51.4699078,-25.3648998,false
TESTE001,Wed Dec 15 2018 01:41:25 GMT-0200 (Hora oficial do Brasil),0,-51.4698823,-25.3649035,false
TESTE001,Wed Dec 15 2018 02:11:28 GMT-0200 (Hora oficial do Brasil),0,-51.469921,-25.3649348,false
TESTE001,Wed Dec 15 2018 02:41:31 GMT-0200 (Hora oficial do Brasil),0,-51.4698623,-25.3649355,false
TESTE001,Wed Dec 15 2018 03:11:34 GMT-0200 (Hora oficial do Brasil),0,-51.4699476,-25.3648905,false
TESTE001,Wed Dec 15 2018 03:41:37 GMT-0200 (Hora oficial do Brasil),0,-51.4699245,-25.3649128,false
TESTE001,Wed Dec 15 2018 04:11:40 GMT-0200 (Hora oficial do Brasil),0,-51.4699488,-25.3649083,false
TESTE001,Wed Dec 15 2018 04:41:43 GMT-0200 (Hora oficial do Brasil),0,-51.4699216,-25.3648816,false
TESTE001,Wed Dec 15 2018 05:11:46 GMT-0200 (Hora oficial do Brasil),0,-51.4699156,-25.3648985,false
TESTE001,Wed Dec 15 2018 05:41:49 GMT-0200 (Hora oficial do Brasil),0,-51.4699086,-25.3649075,false
TESTE001,Wed Dec 15 2018 06:11:52 GMT-0200 (Hora oficial do Brasil),0,-51.4699068,-25.3649218,false
TESTE001,Wed Dec 15 2018 06:41:55 GMT-0200 (Hora oficial do Brasil),0,-51.4699133,-25.3649541,false
TESTE001,Wed Dec 15 2018 07:11:58 GMT-0200 (Hora oficial do Brasil),0,-51.4699466,-25.3648486,false
TESTE001,Wed Dec 15 2018 07:42:01 GMT-0200 (Hora oficial do Brasil),0,-51.4699045,-25.3648893,false
TESTE001,Wed Dec 15 2018 08:12:03 GMT-0200 (Hora oficial do Brasil),0,-51.4699436,-25.3648903,false
TESTE001,Wed Dec 15 2018 08:42:06 GMT-0200 (Hora oficial do Brasil),0,-51.4699268,-25.364951,false
TESTE001,Wed Dec 15 2018 09:12:09 GMT-0200 (Hora oficial do Brasil),0,-51.4699788,-25.3648386,false
TESTE001,Wed Dec 15 2018 09:42:12 GMT-0200 (Hora oficial do Brasil),0,-51.469924,-25.3648811,false
TESTE001,Wed Dec 15 2018 10:12:15 GMT-0200 (Hora oficial do Brasil),0,-51.469917,-25.3649161,false
TESTE001,Wed Dec 15 2018 10:42:18 GMT-0200 (Hora oficial do Brasil),0,-51.4699683,-25.3649031,false
TESTE001,Wed Dec 15 2018 11:12:21 GMT-0200 (Hora oficial do Brasil),0,-51.4699056,-25.3649048,false
TESTE001,Wed Dec 15 2018 11:42:24 GMT-0200 (Hora oficial do Brasil),0,-51.4699781,-25.3648631,false
TESTE001,Wed Dec 15 2018 12:12:27 GMT-0200 (Hora oficial do Brasil),0,-51.4699318,-25.3648923,false
TESTE001,Wed Dec 15 2018 12:42:31 GMT-0200 (Hora oficial do Brasil),0,-51.4698981,-25.3649015,false
TESTE001,Wed Dec 15 2018 13:12:34 GMT-0200 (Hora oficial do Brasil),0,-51.4699003,-25.364821,false
TESTE001,Wed Dec 15 2018 13:42:37 GMT-0200 (Hora oficial do Brasil),0,-51.4699771,-25.3649036,false
TESTE001,Wed Dec 15 2018 14:12:40 GMT-0200 (Hora oficial do Brasil),0,-51.4699465,-25.364872,false
TESTE001,Wed Dec 15 2018 14:42:43 GMT-0200 (Hora oficial do Brasil),0,-51.469987,-25.3648946,false
TESTE001,Wed Dec 15 2018 15:12:46 GMT-0200 (Hora oficial do Brasil),0,-51.4699375,-25.3649386,false
TESTE001,Wed Dec 15 2018 15:42:49 GMT-0200 (Hora oficial do Brasil),0,-51.4699568,-25.364813,false
TESTE001,Wed Dec 15 2018 16:12:52 GMT-0200 (Hora oficial do Brasil),0,-51.4698913,-25.3648948,false
TESTE001,Wed Dec 15 2018 16:42:55 GMT-0200 (Hora oficial do Brasil),0,-51.469922,-25.3648903,false
TESTE001,Wed Dec 15 2018 17:12:58 GMT-0200 (Hora oficial do Brasil),0,-51.4699361,-25.3648885,false
TESTE001,Wed Dec 15 2018 17:43:01 GMT-0200 (Hora oficial do Brasil),0,-51.4699158,-25.3649293,false
TESTE001,Wed Dec 15 2018 18:13:04 GMT-0200 (Hora oficial do Brasil),0,-51.4699205,-25.364879,false
TESTE001,Wed Dec 15 2018 18:43:06 GMT-0200 (Hora oficial do Brasil),0,-51.4699346,-25.3648801,false
TESTE001,Wed Dec 15 2018 19:13:09 GMT-0200 (Hora oficial do Brasil),0,-51.46988,-25.364877,false
TESTE001,Wed Dec 15 2018 19:43:12 GMT-0200 (Hora oficial do Brasil),0,-51.4699506,-25.3649065,false
TESTE001,Wed Dec 15 2018 20:13:15 GMT-0200 (Hora oficial do Brasil),0,-51.4699076,-25.3648578,false
TESTE001,Wed Dec 15 2018 20:43:18 GMT-0200 (Hora oficial do Brasil),0,-51.4699598,-25.364932,false
TESTE001,Wed Dec 15 2018 21:13:21 GMT-0200 (Hora oficial do Brasil),0,-51.4699346,-25.3649156,false
TESTE001,Wed Dec 15 2018 21:43:24 GMT-0200 (Hora oficial do Brasil),0,-51.4699061,-25.3648806,false
TESTE001,Wed Dec 15 2018 22:13:28 GMT-0200 (Hora oficial do Brasil),0,-51.4699166,-25.3649096,false
TESTE001,Wed Dec 15 2018 22:43:31 GMT-0200 (Hora oficial do Brasil),0,-51.4699185,-25.3648978,false
TESTE001,Wed Dec 15 2018 23:13:34 GMT-0200 (Hora oficial do Brasil),0,-51.4699151,-25.3649193,false
TESTE001,Wed Dec 15 2018 23:43:37 GMT-0200 (Hora oficial do Brasil),0,-51.4698755,-25.3648601,false
TESTE001,Wed Dec 16 2018 00:13:40 GMT-0200 (Hora oficial do Brasil),0,-51.4699206,-25.3648873,false
TESTE001,Wed Dec 16 2018 00:43:43 GMT-0200 (Hora oficial do Brasil),0,-51.469905,-25.3649091,false
TESTE001,Wed Dec 16 2018 01:13:46 GMT-0200 (Hora oficial do Brasil),0,-51.4699118,-25.364876,false
TESTE001,Wed Dec 16 2018 01:43:49 GMT-0200 (Hora oficial do Brasil),0,-51.4698788,-25.3648756,false
TESTE001,Wed Dec 16 2018 02:13:52 GMT-0200 (Hora oficial do Brasil),0,-51.4698986,-25.3648998,false
TESTE001,Wed Dec 16 2018 02:43:55 GMT-0200 (Hora oficial do Brasil),0,-51.4699766,-25.3648603,false
TESTE001,Wed Dec 16 2018 03:13:58 GMT-0200 (Hora oficial do Brasil),0,-51.4699233,-25.3649248,false
TESTE001,Wed Dec 16 2018 03:44:00 GMT-0200 (Hora oficial do Brasil),0,-51.4699571,-25.3649386,false
TESTE001,Wed Dec 16 2018 04:14:02 GMT-0200 (Hora oficial do Brasil),0,-51.4699351,-25.3649,false
TESTE001,Wed Dec 16 2018 04:44:05 GMT-0200 (Hora oficial do Brasil),0,-51.4699146,-25.3648815,false
TESTE001,Wed Dec 16 2018 05:14:08 GMT-0200 (Hora oficial do Brasil),0,-51.4699348,-25.3649381,false
TESTE001,Wed Dec 16 2018 05:44:11 GMT-0200 (Hora oficial do Brasil),0,-51.4698931,-25.3648833,false
TESTE001,Wed Dec 16 2018 06:14:14 GMT-0200 (Hora oficial do Brasil),0,-51.4699223,-25.3649295,false
TESTE001,Wed Dec 16 2018 06:44:17 GMT-0200 (Hora oficial do Brasil),0,-51.4699381,-25.3649481,false
TESTE001,Wed Dec 16 2018 07:14:20 GMT-0200 (Hora oficial do Brasil),0,-51.469931,-25.3649108,false
TESTE001,Wed Dec 16 2018 07:44:23 GMT-0200 (Hora oficial do Brasil),0,-51.4699288,-25.3648698,false
TESTE001,Wed Dec 16 2018 08:14:26 GMT-0200 (Hora oficial do Brasil),0,-51.4699386,-25.3648906,false
TESTE001,Wed Dec 16 2018 08:44:29 GMT-0200 (Hora oficial do Brasil),0,-51.4699436,-25.3649165,false
TESTE001,Wed Dec 16 2018 09:14:32 GMT-0200 (Hora oficial do Brasil),0,-51.4699326,-25.364883,false
TESTE001,Wed Dec 16 2018 09:44:35 GMT-0200 (Hora oficial do Brasil),0,-51.469932,-25.3648881,false
